1차_분류전체,2차_분류전체,기업명,1차_업종,2차_업종,규모,근로자수,소재지,관심기업,데이터 추출일
사회적가치,안전보건경영시스템 인증기업,굿어스스마트솔루션㈜-삼성전자㈜,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",중견기업,178.0,서울 강남구,1,2026-08-01 02:44:01
사회적가치,여가친화기업,아이엠아이,정보통신업,정보서비스업,중소기업,159.0,전북 전주시 덕진구,24,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,주식회사동성케미컬,금융 및 보험업,금융업,중견기업,588.0,부산 사하구,148,2026-08-01 02:44:01
사회적가치,여가친화기업,전북신용보증재단,금융 및 보험업,금융업,기타,60.0,전북 전주시 완산구,17,2026-08-01 02:44:01
사회적가치,남녀고용평등우수기업,(주)이오티앤디,부동산업,부동산업,중소기업,763.0,서울 강동구,122,2026-08-01 02:44:01
사회적가치,사회적기업,신풍종합개발주식회사,부동산업,부동산업,중소기업,65.0,서울 양천구,66,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 한울타리,부동산업,부동산업,중소기업,20.0,경기 성남시 중원구,43,2026-08-01 02:44:01
사회적가치,사회적기업,㈜ 태웅관리,부동산업,부동산업,중소기업,10.0,경북 영주시,14,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)웨이브파크,부동산업,부동산업,중소기업,32.0,경기 시흥시,12,2026-08-01 02:44:01
사회적가치,사회적기업,휴먼리소스 유한회사,부동산업,부동산업,중소기업,32.0,,2,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)빌컴,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,662.0,서울 중구,452,2026-08-01 02:44:01
사회적가치,사회적기업,(유)국민종합주택관리,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,50.0,전북 전주시 완산구,366,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,고려아연,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,492.0,서울 종로구,360,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,사단법인인천항시설관리센터,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,기타,148.0,인천 연수구,334,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)대경이엔에스/시설관리일괄,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,674.0,경기 용인시 기흥구,188,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 미미,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,204.0,경기 안양시 만안구,173,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)상록골프앤리조트,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,493.0,충남 천안시 동남구,115,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 이에마로,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,서울 영등포구,106,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 장남,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,401.0,세종,96,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 두성,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,68.0,경기 파주시,75,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,전남기업(주),"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,254.0,,65,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 다인에스,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,서울 종로구,60,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 미소드림,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,세종,59,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)EG테크,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,131.0,,58,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 토요,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,125.0,부산 연제구,56,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,주식회사하이원파트너스,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중견기업,451.0,강원 정선군,49,2026-08-01 02:44:01
사회적가치,사회적기업,개미환경㈜,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,경기 화성시,46,2026-08-01 02:44:01
사회적가치,여가친화기업,주식회사 벡스코,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,112.0,부산 해운대구,45,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)파인스,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,192.0,경북 포항시 남구,41,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 공정한기업,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,34.0,부산 중구,40,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)청인,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,120.0,경북 포항시 남구,40,2026-08-01 02:44:01
사회적가치,사회적기업,㈜더블루피엠씨 (The Blue PMC. Co.),"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,46.0,서울 광진구,36,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 대성씨엔씨,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,5.0,대전 동구,34,2026-08-01 02:44:01
사회적가치,사회적기업,(주)미르크린,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,80.0,대구 달성군,32,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 크린씨티화성,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,경기 화성시,24,2026-08-01 02:44:01
사회적가치,사회적기업,㈜인스케어코어,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,서울 강남구,23,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 드림앤첼린지,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,61.0,충남 천안시 서북구,21,2026-08-01 02:44:01
사회적가치,사회적기업,세움주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,83.0,경기 양주시,21,2026-08-01 02:44:01
사회적가치,사회적기업,㈜케이이비엠,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,67.0,서울 은평구,20,2026-08-01 02:44:01
사회적가치,사회적기업,㈜미성씨앤씨,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,30.0,대전 중구,15,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 프론티어,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,8.0,울산 동구,14,2026-08-01 02:44:01
사회적가치,사회적기업,(사)덕성장애인생활자립협회,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,기타,18.0,경남 양산시,14,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 가온아이피엠,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,20.0,서울 송파구,13,2026-08-01 02:44:01
사회적가치,사회적기업,울산솔루션협동조합,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,7.0,울산 남구,13,2026-08-01 02:44:01
사회적가치,사회적기업,우리주민주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,486.0,강원 정선군,11,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)금원기업/본사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,247.0,경북 포항시 남구,11,2026-08-01 02:44:01
사회적가치,사회적기업,㈜람보씨엠개발,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,5.0,서울 중랑구,9,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 대장,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,11.0,경남 양산시,9,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 우리아이식판,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,2.0,,8,2026-08-01 02:44:01
사회적가치,사회적기업,(유)청수산업,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,23.0,전북 군산시,7,2026-08-01 02:44:01
사회적가치,사회적기업,사단법인 두리장애인복지회,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,기타,,충남 천안시 서북구,7,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 청아,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,제주 제주시,7,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 해피크린,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,9.0,,6,2026-08-01 02:44:01
사회적가치,사회적기업,청춘클린(주),"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,,경남 김해시,2,2026-08-01 02:44:01
사회적가치,사회적기업,(주) 코리아에코21,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,중소기업,60.0,충남 아산시,2,2026-08-01 02:44:01
사회적가치,사회적기업,나우종합관리 주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,,,인천 연수구,0,2026-08-01 02:44:01
사회적가치,사회적기업,㈜ 식판천사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업시설 관리 및 조경 서비스업,,,경기 광주시,0,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 케이두레,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,729.0,서울 강서구,215,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,그린산업(주)-포스코,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,276.0,경북 포항시 북구,129,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,여수광양항만관리㈜,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,221.0,,96,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,인천국제공항보안주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,2884.0,,80,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,주식회사한국안전기술원,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,56.0,대구 달서구,63,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 에스알피,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,327.0,경기 안산시 단원구,56,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,위티아(주),"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중견기업,359.0,서울 중구,52,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 길연시스템,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,28.0,부산 부산진구,51,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 설문대,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,4.0,제주 제주시,42,2026-08-01 02:44:01
사회적가치,사회적기업,대양씨앤지주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,130.0,서울 은평구,39,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사아이텍코리아,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,10.0,,36,2026-08-01 02:44:01
사회적가치,여가친화기업,㈜엠제이플렉스,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,1014.0,서울 구로구,32,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)화남테크/포스코내,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,195.0,경북 포항시 남구,28,2026-08-01 02:44:01
사회적가치,사회적기업,㈜ 효성기업,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,76.0,부산 동래구,21,2026-08-01 02:44:01
사회적가치,사회적기업,"주식회사 마인드디자인(MindDesign, Inc.)","사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,15.0,서울 종로구,18,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,영남산업(주),"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,170.0,경북 포항시 남구,17,2026-08-01 02:44:01
사회적가치,사회적기업,㈜공감만세,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,22.0,서울 용산구,14,2026-08-01 02:44:01
사회적가치,사회적기업,고한사북남면청주민주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,96.0,강원 정선군,13,2026-08-01 02:44:01
사회적가치,사회적기업,㈜ 천우안전,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,,서울 중랑구,12,2026-08-01 02:44:01
사회적가치,사회적기업,꿈동산장애인표준사업장 주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,6.0,경기 광주시,8,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,유한회사건우,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,,,8,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,신흥기업주식회사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,,,7,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 영진이노텍,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,15.0,충북 충주시,5,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,생산라인 정밀설비 및 중량물 반입공사,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,40.0,경기 화성시,3,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 비티메디,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,18.0,경기 고양시 일산동구,1,2026-08-01 02:44:01
사회적가치,사회적기업,(사)한국장애인이워크협회 일자리사업장,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,,48.0,서울 금천구,0,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,(주)화인,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,,,,0,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 미소능력개발센터,교육 서비스업,교육 서비스업,중소기업,18.0,전북 전주시 완산구,52,2026-08-01 02:44:01
사회적가치,사회적기업,(주) 보듬,교육 서비스업,교육 서비스업,중소기업,20.0,충북 청주시 흥덕구,45,2026-08-01 02:44:01
사회적가치,사회적기업,사단법인 희망찬코리아,교육 서비스업,교육 서비스업,기타,,전북 전주시 완산구,43,2026-08-01 02:44:01
사회적가치,사회적기업,㈜ 나우러닝,교육 서비스업,교육 서비스업,중소기업,16.0,인천 연수구,30,2026-08-01 02:44:01
사회적가치,사회적기업,교육복지협동조합,교육 서비스업,교육 서비스업,중소기업,,전북 정읍시,25,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 더베럴에듀,교육 서비스업,교육 서비스업,중소기업,,부산 부산진구,9,2026-08-01 02:44:01
사회적가치,사회적기업,재단법인 한국사회투자,교육 서비스업,교육 서비스업,기타,14.0,서울 마포구,4,2026-08-01 02:44:01
사회적가치,사회적기업,사단법인 코익스,교육 서비스업,교육 서비스업,기타,22.0,경기 성남시 분당구,4,2026-08-01 02:44:01
사회적가치,사회적기업,"주식회사 에듀마크(Edumark co.,Ltd)",교육 서비스업,교육 서비스업,중소기업,8.0,인천 부평구,4,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 모람플랫폼,교육 서비스업,교육 서비스업,중소기업,,,2,2026-08-01 02:44:01
사회적가치,사회적기업,꿈틀 협동조합,교육 서비스업,교육 서비스업,중소기업,3.0,경기 수원시 권선구,2,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사그로잉에듀,교육 서비스업,교육 서비스업,중소기업,,부산 해운대구,2,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 아워스토리,교육 서비스업,교육 서비스업,중소기업,,서울 동작구,1,2026-08-01 02:44:01
사회적가치,사회적기업,사단법인 에스이엘안전기술원,교육 서비스업,교육 서비스업,기타,10.0,경기 화성시,1,2026-08-01 02:44:01
사회적가치,사회적기업,대전청사회적협동조합,교육 서비스업,교육 서비스업,기타,,대전 서구,0,2026-08-01 02:44:01
사회적가치,사회적기업,(주)행복더하기,보건업 및 사회복지 서비스업,보건업,중소기업,526.0,경기 파주시,75,2026-08-01 02:44:01
사회적가치,사회적기업,시흥희망의료복지 사회적협동조합,보건업 및 사회복지 서비스업,보건업,기타,345.0,경기 시흥시,63,2026-08-01 02:44:01
사회적가치,사회적기업,안산의료복지 사회적협동조합,보건업 및 사회복지 서비스업,보건업,기타,761.0,경기 안산시 상록구,42,2026-08-01 02:44:01
사회적가치,사회적기업,부천의료복지사회적협동조합,보건업 및 사회복지 서비스업,보건업,기타,96.0,경기 부천시,35,2026-08-01 02:44:01
사회적가치,사회적기업,사회적협동조합 가가호호돌봄센터,보건업 및 사회복지 서비스업,보건업,기타,,서울 영등포구,12,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 천사,보건업 및 사회복지 서비스업,보건업,중소기업,,강원 속초시,12,2026-08-01 02:44:01
사회적가치,사회적기업,(주)동서남북재가방문,보건업 및 사회복지 서비스업,보건업,중소기업,,경기 광명시,10,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 돌봄사회서비스센터,보건업 및 사회복지 서비스업,보건업,중소기업,62.0,경북 안동시,10,2026-08-01 02:44:01
사회적가치,사회적기업,사회적협동조합 종로돌봄센터,보건업 및 사회복지 서비스업,보건업,기타,,서울 종로구,5,2026-08-01 02:44:01
사회적가치,남녀고용평등우수기업,에스포항병원,보건업 및 사회복지 서비스업,보건업,,,경북 포항시 남구,0,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 효자노치원,보건업 및 사회복지 서비스업,사회복지 서비스업,중소기업,,경기 수원시 권선구,29,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 양주돌봄센터,보건업 및 사회복지 서비스업,사회복지 서비스업,중소기업,,경기 양주시,23,2026-08-01 02:44:01
사회적가치,사회적기업,㈜ILI 사회서비스,보건업 및 사회복지 서비스업,사회복지 서비스업,중소기업,22.0,부산 부산진구,20,2026-08-01 02:44:01
사회적가치,사회적기업,㈜더 미래 복지재단,보건업 및 사회복지 서비스업,사회복지 서비스업,중소기업,,전북 정읍시,8,2026-08-01 02:44:01
사회적가치,사회적기업,(주)사랑복지센터,보건업 및 사회복지 서비스업,사회복지 서비스업,중소기업,50.0,,3,2026-08-01 02:44:01
사회적가치,사회적기업,사회복지법인 다하 세하앤 사업단,보건업 및 사회복지 서비스업,사회복지 서비스업,,,충북 제천시,0,2026-08-01 02:44:01
사회적가치,사회적기업,사회복지법인천주교수원교구사회복지회행복한일터,보건업 및 사회복지 서비스업,사회복지 서비스업,,6.0,경기 화성시,0,2026-08-01 02:44:01
사회적가치,사회적기업,사단법인 드림피아 내 드림장애인보호작업장 사업단,보건업 및 사회복지 서비스업,사회복지 서비스업,,1.0,서울 양천구,0,2026-08-01 02:44:01
사회적가치,사회적기업,소화아람일터,보건업 및 사회복지 서비스업,사회복지 서비스업,,32.0,,0,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 앨리스,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",중소기업,11.0,,53,2026-08-01 02:44:01
사회적가치,여가친화기업,(재)전남문화재단,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",기타,51.0,,51,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 풍선껌,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",중소기업,10.0,,20,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,수도문물연구원,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",기타,,경기 파주시,17,2026-08-01 02:44:01
사회적가치,사회적기업,얼쑤 사회적협동조합,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",기타,,충남 천안시 서북구,13,2026-08-01 02:44:01
사회적가치,사회적기업,(사)문화프로덕션도모,"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",기타,12.0,강원 춘천시,9,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사스포이즘,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,중소기업,186.0,인천 연수구,24,2026-08-01 02:44:01
사회적가치,사회적기업,하얀세상 주식회사,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,중소기업,47.0,경기 용인시 처인구,9,2026-08-01 02:44:01
사회적가치,안전보건경영시스템 인증기업,부산패션칼라산업협동조합,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타,70.0,부산 사하구,8,2026-08-01 02:44:01
사회적가치,사회적기업,사회복지법인에덴복지재단에덴하우스,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,,122.0,경기 파주시,0,2026-08-01 02:44:01
사회적가치,사회적기업,사회복지법인 에덴복지재단 형원,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,,122.0,경기 파주시,0,2026-08-01 02:44:01
사회적가치,사회적기업,세종우리협동조합,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,228.0,세종,106,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 나눔과돌봄사회서비스지원센터,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,,경북 포항시 북구,99,2026-08-01 02:44:01
사회적가치,사회적기업,사회적협동조합 창원도우누리,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,기타,,경남 창원시 의창구,92,2026-08-01 02:44:01
사회적가치,사회적기업,오산돌봄사회적협동조합,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,기타,,경기 오산시,36,2026-08-01 02:44:01
사회적가치,사회적기업,나눔과돌봄 사회적협동조합,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,기타,,경남 양산시,23,2026-08-01 02:44:01
사회적가치,사회적기업,수성돌봄 사회적협동조합,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,,대구 수성구,16,2026-08-01 02:44:01
사회적가치,사회적기업,하이크리닝협동조합,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,,대구 중구,13,2026-08-01 02:44:01
사회적가치,사회적기업,울산다원협동조합,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,기타,,울산 북구,12,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 심양재가복지센터,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,,서울 중랑구,10,2026-08-01 02:44:01
사회적가치,사회적기업,드림돌봄센터㈜,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,,경북 울진군,5,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 정성기업,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,,제주 제주시,5,2026-08-01 02:44:01
사회적가치,사회적기업,사단법인 화순나눔세상,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,기타,,,4,2026-08-01 02:44:01
사회적가치,사회적기업,㈜ 티에스글로벌,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,10.0,대구 중구,4,2026-08-01 02:44:01
사회적가치,사회적기업,주식회사 메디칼크리닝센터,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,중소기업,,경북 영주시,2,2026-08-01 02:44:01
사회적가치,사회적기업,사회적협동조합양지돌봄,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,,,경기 안산시 단원구,0,2026-08-01 02:44:01
사회적가치,사회적기업,(주)안산돌봄센터,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,,37.0,경기 안산시 상록구,0,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,(주)닥터애그,"농업, 임업 및 어업",농업,중소기업,188.0,경북 청도군,26,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,농업회사법인(주)다비육종,"농업, 임업 및 어업",농업,중소기업,109.0,경기 안성시,19,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,주식회사 계림바이오,"농업, 임업 및 어업",임업,중소기업,,경북 경주시,3,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,주식회사 흥림이엔지,"농업, 임업 및 어업",임업,중소기업,13.0,경북 경주시,0,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,주식회사 에르코스농업회사법인,제조업,식료품 제조업,중소기업,185.0,대전 유성구,199,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,(주)대두식품,제조업,식료품 제조업,중견기업,275.0,전북 군산시,154,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,주식회사 태산,제조업,식료품 제조업,중소기업,44.0,경북 영천시,84,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,(주)비젼식품,제조업,식료품 제조업,중소기업,34.0,,72,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,(주)고려에프앤에프,제조업,식료품 제조업,중견기업,47.0,경기 안성시,67,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,(주)대신육가공,제조업,식료품 제조업,중견기업,94.0,,66,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,(주)더채움,제조업,식료품 제조업,중소기업,31.0,경기 고양시 일산동구,58,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,농업회사법인(주)옻가네,제조업,식료품 제조업,중소기업,167.0,충북 제천시,55,2026-08-01 02:44:01
신청 강소기업,고용부 선정 강소기업 신청기업,주식회사 한미양행,제조업,식료품 제조업,중소기업,245.0,경기 파주시,52,2026-08-01 02:44:01
